id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,imdb_id,original_language
145220,Muppets Most Wanted,6.307,752,Released,20/03/2014,80383290,107,False,50000000,tt2281587,en
9591,That Thing You Do!,6.87,752,Released,4/10/1996,34585416,108,False,26000000,tt0117887,en
530,A Grand Day Out,7.5,752,Released,18/05/1990,0,23,False,17300,tt0104361,en
11467,America's Sweethearts,5.697,752,Released,17/07/2001,138191428,102,False,64400000,tt0265029,en
862551,Me Time,5.926,751,Released,26/08/2022,0,104,False,0,tt14309446,en
239573,Unfinished Business,5.445,751,Released,5/03/2015,14431253,91,False,35000000,tt2358925,en
5491,Battlefield Earth,3.228,751,Released,12/05/2000,29000000,117,False,73000000,tt0185183,en
24653,The Consequences of Love,7.575,751,Released,24/09/2004,0,100,False,0,tt0398883,it
4464,Seabiscuit,7.001,751,Released,22/07/2003,148336445,141,False,87000000,tt0329575,en
457332,Hidden Strike,7.043,751,Released,6/07/2023,0,103,False,80000000,tt6879446,en
21057,Ocean Waves,6.377,750,Released,5/05/1993,0,72,False,0,tt0108432,ja
2313,Prime,5.923,750,Released,21/09/2005,67900000,102,False,22000000,tt0387514,en
9053,DOA: Dead or Alive,5.2,750,Released,7/09/2006,7563172,87,False,21000000,tt0398913,en
16337,The Texas Chainsaw Massacre 2,5.649,750,Released,22/08/1986,8025872,101,False,4500000,tt0092076,en
9044,Tristan & Isolde,6.685,750,Released,7/04/2006,28000000,125,False,31000000,tt0375154,en
373569,Snatched,5.37,750,Released,3/05/2017,60845711,90,False,42000000,tt2334871,en
13252,Cleaner,6.035,750,Released,11/09/2007,5796630,88,False,25000000,tt0896798,en
12493,High and Low,8.331,750,Released,1/03/1963,0,142,False,250000,tt0057565,ja
33511,Nowhere Boy,7.172,749,Released,25/12/2009,6577779,98,False,0,tt1266029,en
13394,Shrek the Halls,6.306,749,Released,28/11/2007,0,28,False,60000000,tt0897387,en
13474,P2,6.2,749,Released,9/11/2007,7766240,98,False,3500000,tt0804516,en
460846,Security,6.264,749,Released,4/03/2017,0,87,False,15000000,tt3501112,en
10152,Dumb and Dumberer: When Harry Met Lloyd,4.162,748,Released,14/04/2003,39267515,85,False,19000000,tt0329028,en
9824,Mystery Men,5.82,748,Released,6/08/1999,29762011,121,False,68000000,tt0132347,en
355338,Riley's First Date?,7.134,748,Released,3/11/2015,0,5,False,0,tt4941804,en
12289,Red Cliff,7.15,748,Released,10/07/2008,250100000,145,False,80341000,tt0425637,zh
628900,The Contractor,6.4,748,Released,10/03/2022,2122288,103,False,0,tt10323676,en
8849,Alfie,5.792,747,Released,22/10/2004,35060882,103,False,60000000,tt0375173,en
12160,Wyatt Earp,6.768,747,Released,24/06/1994,25052000,191,False,63000000,tt0111756,en
11077,Problem Child,6.016,747,Released,27/07/1990,72000000,81,False,10000000,tt0100419,en
172533,Drinking Buddies,5.928,747,Released,23/08/2013,343341,90,False,0,tt2265398,en
11804,White Noise,5.535,746,Released,7/01/2005,91196419,101,False,10000000,tt0375210,en
465003,The Red Sea Diving Resort,6.846,746,Released,28/07/2019,0,130,False,0,tt4995776,en
9425,Soldier,6.409,745,Released,23/10/1998,14594226,99,False,75000000,tt0120157,en
583689,Moxie,7.375,745,Released,3/03/2021,0,111,False,0,tt6432466,en
318224,Going Clear: Scientology and the Prison of Belief,7.611,745,Released,25/01/2015,0,119,False,0,tt4257858,en
9966,The Messengers,5.699,745,Released,2/02/2007,55060212,90,False,16000000,tt0425430,en
9703,The Last Legion,5.611,744,Released,19/04/2007,25303038,102,False,67000000,tt0462396,en
1683,The Reaping,5.683,744,Released,5/04/2007,62771059,99,False,40000000,tt0444682,en
528085,2067,5.32,744,Released,1/10/2020,0,114,False,0,tt1918734,en
12689,Angus, Thongs and Perfect Snogging,6.438,744,Released,25/07/2008,14924998,100,/4FmtbkjHHdZRlsaceN8JeFQ8nE3.jpg,http://www.angusthongsmovie.com/intl/uk/,tt0963743
1879,Guess Who's Coming to Dinner,7.568,744,Released,11/12/1967,56666667,108,False,4000000,tt0061735,en
272878,Max,7.164,743,Released,26/06/2015,43967255,111,False,20000000,tt3369806,en
11219,The Trouble with Harry,7.003,743,Released,3/10/1955,7000000,99,False,1200000,tt0048750,en
266,Contempt,7.075,743,Released,29/10/1963,528428,103,False,900000,tt0057345,fr
651881,Bye Bye Morons,7.255,743,Released,21/10/2020,16955173,87,False,9700000,tt10196398,fr
2057,Original Sin,6.075,743,Released,8/05/2001,35402320,118,False,42000000,tt0218922,en
9822,Mighty Joe Young,6.2,742,Released,25/12/1998,0,114,False,90000000,tt0120751,en
34636,The NeverEnding Story II: The Next Chapter,5.716,742,Released,25/10/1990,16283667,89,False,32000000,tt0100240,en
441282,Night Hunter,6.5,742,Released,29/08/2019,1012932,95,False,0,tt6533240,en
9626,Red Sonja,5.28,742,Released,9/04/1985,6948633,89,False,17900000,tt0089893,en
501,Grizzly Man,7.511,742,Released,12/08/2005,0,103,False,0,tt0427312,en
10651,The Dead Pool,6.261,742,Released,13/07/1988,37903295,91,False,20000000,tt0094963,en
15648,The Perfect Man,6.051,742,Released,17/06/2005,0,100,False,0,tt0380623,en
11870,Big Fat Liar,5.831,741,Released,8/02/2002,52970014,88,False,15000000,tt0265298,en
209403,Bad Words,6.375,741,Released,6/09/2013,7800000,89,False,9500000,tt2170299,en
429476,Hell Fest,5.633,741,Released,27/09/2018,18160930,89,False,5500000,tt1999890,en
800510,Kimi,6.2,741,Released,10/02/2022,0,89,False,3500000,tt14128670,en
467,The Hole,6.189,741,Released,20/04/2001,7819851,102,False,0,tt0242527,en
1492,1492: Conquest of Paradise,6.214,741,Released,9/10/1992,7191399,154,False,47000000,tt0103594,en
12122,Village of the Damned,6.07,741,Released,28/04/1995,9418365,99,False,22000000,tt0114852,en
14926,Uptown Girls,6.631,740,Released,15/08/2003,44617342,92,False,20000000,tt0263757,en
11074,Striking Distance,5.8,740,Released,17/09/1993,0,102,False,0,tt0108238,en
392142,Max & Leon,6.331,739,Released,1/11/2016,8750678,98,False,12156348,tt5091538,fr
18937,Quest for Camelot,6.84,739,Released,15/05/1998,38172500,86,False,40000000,tt0120800,en
336000,The Glass Castle,7.172,739,Released,11/08/2017,22088533,127,False,9000000,tt2378507,en
83564,La luna,7.845,738,Released,10/02/2012,0,7,False,0,tt1957945,en
10122,Flight of the Navigator,6.888,738,Released,30/07/1986,18564613,90,False,9000000,tt0091059,en
174675,The Machine,5.9,738,Released,25/04/2013,314131,92,False,1500000,tt2317225,en
424619,Les Tuche 3,5.3,738,Released,31/01/2018,0,92,False,0,tt7066382,fr
7553,Waiting...,6.3,737,Released,7/10/2005,18637690,94,False,3000000,tt0348333,en
6471,The Jerk,6.883,737,Released,14/12/1979,100000000,94,False,4000000,tt0079367,en
520023,Bodies Bodies Bodies,6.3,737,Released,5/08/2022,13905020,94,False,0,tt8110652,en
11211,Bring It On: All or Nothing,6.657,736,Released,8/08/2006,0,99,False,0,tt0490822,en
9964,Bad Taste,6.345,736,Released,1/12/1987,0,92,False,150000,tt0092610,en
410718,Before the Flood,7.689,736,Released,21/10/2016,0,93,False,0,tt5929776,en
16804,Departures,7.9,736,Released,13/09/2008,69932387,130,False,0,tt1069238,ja
509585,7500,6.14,736,Released,26/12/2019,0,94,False,0,tt6436726,en
435615,Possessor,6.364,736,Released,2/10/2020,841334,104,False,0,tt5918982,en
255343,Escobar: Paradise Lost,6.276,736,Released,11/10/2014,3758328,120,False,17000000,tt2515030,en
13312,Inside,6.716,736,Released,13/06/2007,0,83,False,3000000,tt0856288,fr
2134,The Time Machine,7.35,735,Released,25/05/1960,5902,103,False,750000,tt0054387,en
98567,Chinese Zodiac,6.157,735,Released,20/12/2012,171339013,109,False,48000000,tt1424310,cn
396,Who's Afraid of Virginia Woolf?,7.746,735,Released,22/06/1966,33736689,131,False,7500000,tt0061184,en
167581,Free Fall,7.693,734,Released,27/05/2013,0,100,False,0,tt2617828,de
480857,Radioactive,6.611,734,Released,11/03/2020,3507755,111,False,0,tt6017756,en
40794,Loose Cannons,7.31,734,Released,12/02/2010,8220215,108,False,7000000,tt1405810,it
6916,Watch Out, We're Mad,7.414,733,Released,29/03/1974,36782781,98,/d6xVQ1p3bc3P7OiTNaR1fCbWHGk.jpg,,tt0069697
10276,What About Bob?,6.84,733,Released,17/05/1991,63710000,100,False,35000000,tt0103241,en
706503,Lost Bullet,6.599,733,Released,19/06/2020,0,92,False,0,tt10456740,fr
10188,The Sisterhood of the Traveling Pants 2,6.248,733,Released,6/08/2008,44352417,117,False,27000000,tt1018785,en
399131,Dude,5.523,733,Released,20/04/2018,0,90,False,0,tt3458510,en
900667,One Piece Film Red,7.346,733,Released,6/08/2022,150797338,115,False,0,tt16183464,ja
9299,Thesis,7.441,732,Released,11/04/1996,2647055,125,False,0,tt0117883,es
517839,Border,6.714,732,Released,27/09/2018,2045184,110,False,0,tt5501104,sv
602211,Fatman,5.523,732,Released,19/10/2020,0,100,False,20000000,tt10310140,en
39103,Dragon Ball Z: The Return of Cooler,6.487,732,Released,7/03/1992,19581369,46,False,0,tt0142237,ja
27586,The Runaways,6.451,732,Released,19/03/2010,2995811,106,False,10000000,tt1017451,en
10787,The Invisible Man,7.518,731,Released,3/11/1933,0,71,False,328000,tt0024184,en
401513,Attraction,6.669,731,Released,26/01/2017,19454845,117,False,5027266,tt4731148,ru
7229,Ruby & Quentin,6.717,731,Released,22/10/2003,0,85,False,27440000,tt0310203,fr
505423,Wounds,4.026,730,Released,26/01/2019,0,94,False,0,tt5913798,en
9664,Flyboys,6.529,730,Released,22/09/2006,17834865,138,False,60000000,tt0454824,en
339396,True Memoirs of an International Assassin,5.739,730,Released,11/11/2016,0,98,False,40000000,tt1542768,en
13939,Death Wish,6.896,730,Released,24/07/1974,22000000,93,False,3000000,tt0071402,en
203834,Jessabelle,5.427,730,Released,7/11/2014,23456897,90,False,1000000,tt2300975,en
11531,Book of Shadows: Blair Witch 2,4.2,729,Released,27/10/2000,47737094,90,False,15000000,tt0229260,en
465109,The Week Of,5.431,729,Released,27/04/2018,0,116,False,0,tt6821012,en
264656,The Homesman,6.551,729,Released,18/05/2014,3442853,122,False,16000000,tt2398231,en
523172,Late Night,6.442,729,Released,25/01/2019,22384741,102,False,4000000,tt6107548,en
9453,Caligula,5.99,729,Released,14/08/1979,23438120,156,False,17500000,tt0080491,en
29161,Phenomena,6.8,729,Released,25/01/1985,0,116,False,3800000,tt0087909,en
12448,The Hunchback of Notre Dame II,5.344,729,Released,5/02/2002,0,68,False,0,tt0257778,en
514207,Invasion,6.947,729,Released,1/01/2020,32104054,129,False,8819200,tt8060328,ru
10599,Pinocchio,5.837,729,Released,11/10/2002,41323171,108,False,40000000,tt0255477,it
44982,13,5.791,728,Released,12/03/2010,3317662,91,False,0,tt0798817,en
450322,The Man Who Invented Christmas,6.848,728,Released,12/10/2017,8096007,105,False,0,tt6225520,en
9613,Spider,6.665,728,Released,6/11/2002,0,98,False,0,tt0278731,en
469274,Nicky Larson and the Cupid's Perfume,6.525,728,Released,6/02/2019,14702744,91,False,0,tt8523334,fr
38843,Ramona and Beezus,6.537,727,Released,23/07/2010,27293743,103,False,15000000,tt0493949,en
190847,The Last Days on Mars,5.434,726,Released,11/08/2013,24084,98,False,10600000,tt1709143,en
3777,Throne of Blood,7.934,726,Released,15/01/1957,13422,108,False,0,tt0050613,ja
10206,Buffy the Vampire Slayer,5.594,726,Released,24/07/1992,16624456,86,False,7000000,tt0103893,en
39107,Dragon Ball Z: Fusion Reborn,7.458,726,Released,4/03/1995,23500000,55,False,0,tt0142236,ja
506072,Prospect,6.144,726,Released,2/10/2018,22777,98,False,4000000,tt7946422,en
11704,The Secret of NIMH,7.417,725,Released,17/06/1982,14665733,82,False,7000000,tt0084649,en
44629,Animal Kingdom,6.786,725,Released,3/06/2010,1000000,113,False,5000000,tt1313092,en
385332,Terminal,5.521,725,Released,10/05/2018,843970,95,False,0,tt4463816,en
329805,My King,7.181,725,Released,16/05/2015,8000000,130,False,10600000,tt3478962,fr
587301,School Life,6.926,725,Released,28/08/2019,0,111,False,0,tt8783532,fr
6037,Murder by Death,7.2,725,Released,23/06/1976,32511047,94,False,0,tt0074937,en
333348,Love the Coopers,5.991,724,Released,12/11/2015,42426912,107,False,17000000,tt2279339,en
387592,Early Man,6.164,724,Released,26/01/2018,53431158,89,False,50000000,tt4701724,en
119675,Behind the Candelabra,6.658,723,Released,26/05/2013,15600000,118,False,23000000,tt1291580,en
52274,Julia's Eyes,6.663,723,Released,29/10/2010,12884923,118,False,0,tt1512685,es
3085,His Girl Friday,7.43,723,Released,18/01/1940,0,92,False,0,tt0032599,en
52015,Stake Land,6.233,723,Released,30/09/2010,33245,98,False,650000,tt1464580,en
284564,31,5.412,723,Released,15/09/2016,850419,102,False,1500000,tt3835080,en
722149,Luther: The Fallen Sun,6.741,723,Released,24/02/2023,0,129,False,0,tt3155298,en
1499,Teenage Mutant Ninja Turtles III,5.331,723,Released,17/03/1993,42273609,96,False,21000000,tt0108308,en
477489,Just a Breath Away,6.314,723,Released,4/04/2018,2842040,90,False,13749400,tt5092380,fr
76487,The Devil Inside,4.704,722,Released,6/01/2012,101758490,83,False,1000000,tt1560985,en
81250,Geek Charming,6.651,722,Released,11/11/2011,0,99,False,0,tt1835977,en
435921,It?s the Law,6.551,722,Released,19/01/2017,0,88,False,0,tt6137734,it
458534,Rolling to You,6.547,722,Released,14/03/2018,0,107,False,7000000,tt6838702,fr
354556,Guardians,5.024,721,Released,14/02/2017,4803565,100,False,5400000,tt4600952,ru
14979,Thick as Thieves,6,721,Released,9/01/2009,0,104,False,25000000,tt1112782,en
6404,Nosferatu the Vampyre,7.318,721,Released,17/01/1979,0,107,False,1400000,tt0079641,de
2171,Wet Hot American Summer,6.296,721,Released,27/07/2001,295206,97,False,5000000,tt0243655,en
455714,Bad Genius,7.924,721,Released,3/05/2017,42350000,130,False,1839169,tt6788942,th
75629,Evangelion: 3.0 You Can (Not) Redo,7.3,720,Released,17/11/2012,60487945,96,False,0,tt0860907,ja
82696,Hope Springs,6.251,720,Released,7/08/2012,114281051,100,False,30000000,tt1535438,en
466081,The Informer,6.513,720,Released,30/08/2019,2927708,109,False,60000000,tt1833116,en
127533,Rurouni Kenshin Part I: Origins,7.576,719,Released,25/08/2012,61700000,134,False,0,tt1979319,ja
502682,Book Club,6.238,718,Released,18/05/2018,78720293,104,False,10000000,tt6857166,en
10683,Happiness,7.476,718,Released,16/10/1998,2807390,139,False,3000000,tt0147612,en
390054,Sand Castle,6.482,718,Released,21/04/2017,0,113,False,0,tt2582576,en
76758,The Flowers of War,7.482,718,Released,15/12/2011,95311434,146,False,94000000,tt1410063,zh
17332,The Soloist,6.686,717,Released,24/04/2009,38332994,109,False,60000000,tt0821642,en
11983,Proof of Life,6.091,717,Released,8/12/2000,0,135,False,65000000,tt0228750,en
799546,Luckiest Girl Alive,6.557,716,Released,30/09/2022,0,113,False,0,tt4595186,en
286567,Max Steel,5.628,716,Released,14/10/2016,6272403,92,False,10000000,tt1472584,en
9566,The Fan,5.951,715,Released,15/08/1996,18626419,116,False,55000000,tt0116277,en
635910,The Last Voyage of the Demeter,7.318,715,Released,9/08/2023,21576744,119,False,45000000,tt1001520,en
15255,Undisputed II: Last Man Standing,7.343,715,Released,11/04/2006,0,93,False,0,tt0443676,en
597890,Voyagers,6,715,Released,8/04/2021,4298184,108,False,20000000,tt9664108,en
631,Sunrise: A Song of Two Humans,7.858,715,Released,4/11/1927,0,94,False,0,tt0018455,en
831405,Injustice,7.466,714,Released,9/10/2021,0,78,False,0,tt5012504,en
659959,Summer of 85,7.408,714,Released,14/07/2020,3600000,101,False,6900000,tt10457128,fr
522478,Peter Rabbit 2: The Runaway,7.171,714,Released,25/03/2021,153000000,93,False,45000000,tt8376234,en
4787,Cassandra's Dream,6.244,714,Released,18/06/2007,22687639,108,False,0,tt0795493,en
790142,The Royal Treatment,6.708,714,Released,20/01/2022,0,96,False,0,tt13989030,en
1040,The Leopard,7.672,714,Released,28/03/1963,0,186,False,0,tt0057091,it
175574,Free Birds,5.862,714,Released,30/10/2013,110000000,91,False,55000000,tt1621039,en
9573,Blood Work,6.156,712,Released,9/08/2002,31794718,110,False,50000000,tt0309377,en
73937,The Big Year,5.988,712,Released,13/10/2011,8179416,100,False,41000000,tt1053810,en
5902,A Bridge Too Far,7.222,712,Released,15/06/1977,50750000,175,False,22000000,tt0075784,en
5544,Hiroshima Mon Amour,7.777,712,Released,10/06/1959,3193,92,False,0,tt0052893,fr
73456,Barbie: Princess Charm School,7.442,712,Released,11/08/2011,0,79,False,0,tt2066832,en
10207,Message in a Bottle,6.202,712,Released,22/02/1999,118880016,131,False,80000000,tt0139462,en
13025,Diary of the Dead,5.5,711,Released,26/05/2007,5540941,95,False,2000000,tt0848557,en
16558,Duplicity,5.893,711,Released,18/03/2009,78176181,125,False,60000000,tt1135487,en
506528,Harriet,7.3,711,Released,1/11/2019,0,125,False,0,tt4648786,en
532,A Close Shave,7.536,711,Released,10/04/1995,0,30,False,0,tt0112691,en
895,Andrei Rublev,8.086,711,Released,16/12/1966,0,183,False,0,tt0060107,ru
382589,Rock'n Roll,5.198,711,Released,15/02/2017,0,123,False,17900000,tt5351818,fr
284689,Testament of Youth,7.3,710,Released,14/10/2014,1822250,129,False,0,tt1441953,en
10156,History of the World: Part I,6.782,710,Released,12/06/1981,31672907,92,False,11000000,tt0082517,en
44269,All That Glitters,6.382,710,Released,24/03/2010,0,100,False,0,tt1587877,fr
294652,Son of a Gun,6.377,709,Released,16/10/2014,0,108,False,0,tt2452200,en
172803,Hours,6.637,709,Released,29/11/2013,0,97,False,4000000,tt2094018,en
668461,Slumberland,7.432,709,Released,18/11/2022,0,117,False,35000000,tt13320662,en
424488,Megan Leavey,7.3,709,Released,9/06/2017,13406883,116,False,0,tt4899370,en
2099,Raw Deal,5.805,709,Released,6/06/1986,16209459,106,False,8500000,tt0091828,en
11560,High Crimes,6.328,708,Released,5/04/2002,63781810,115,False,42000000,tt0257756,en
759175,The Princess,6.9,708,Released,16/06/2022,0,94,False,0,tt13406136,en
13260,Semi-Pro,5.609,707,Released,28/02/2008,33472850,91,False,0,tt0839980,en
11008,Major Payne,6.364,707,Released,24/03/1995,30112050,95,False,0,tt0110443,en
615677,We Can Be Heroes,6.09,707,Released,25/12/2020,0,97,False,0,tt10600398,en
768362,Missing,7.531,707,Released,19/01/2023,45100756,111,False,7000000,tt10855768,en
10632,The Hunted,6.19,707,Released,11/03/2003,34234008,94,False,55000000,tt0269347,en
11128,Ladder 49,6.404,706,Released,1/10/2004,74541707,115,False,60000000,tt0349710,en
11026,Exorcist: The Beginning,5.369,706,Released,20/08/2004,78000586,114,False,80000000,tt0204313,en
28978,The Circus,8.005,706,Released,6/01/1928,0,72,False,9000000,tt0018773,en
10403,The Player,7.198,706,Released,3/04/1992,21706101,124,False,8000000,tt0105151,en
609242,The Heist of the Century,7.799,706,Released,16/01/2020,7627100,114,False,0,tt10948718,es
8968,Boogeyman,4.978,705,Released,4/02/2005,67192859,89,False,20000000,tt0357507,en
313106,Doctor Who: The Day of the Doctor,8.17,705,Released,23/11/2013,10000000,77,False,0,tt2779318,en
10543,Fear,6.367,705,Released,12/04/1996,0,97,False,0,tt0116287,en
339259,The Man with the Iron Heart,6.552,705,Released,25/05/2017,4412639,120,False,32679734,tt3296908,en
1939,Laura,7.653,704,Released,11/10/1944,2000000,88,False,1020000,tt0037008,en
5820,The Sentinel,5.999,704,Released,19/04/2006,78810595,108,False,60000000,tt0443632,en
290637,Pay the Ghost,5.365,704,Released,16/09/2015,2160298,94,False,0,tt3733778,en
23830,Last Night,6.122,704,Released,5/11/2010,7644937,93,False,7000000,tt1294688,en
396493,Creep 2,6.294,704,Released,14/10/2017,0,80,False,0,tt3654796,en
762968,Do Revenge,6.376,704,Released,14/09/2022,0,118,False,0,tt13327038,en
236751,Heaven Is for Real,6.707,704,Released,16/04/2014,101332962,99,False,12000000,tt1929263,en
44874,Barbie: A Fashion Fairytale,7.181,703,Released,14/09/2010,0,79,False,0,tt1725929,en
590995,The Craft: Legacy,6.193,703,Released,28/10/2020,2300000,94,False,18000000,tt4685762,en
577,To Die For,6.579,703,Released,22/09/1995,21284514,106,False,20000000,tt0114681,en
38363,Fair Game,6.467,702,Released,20/05/2010,25806953,108,False,22000000,tt0977855,en
980489,Gran Turismo,8.068,702,Released,9/08/2023,114800000,135,False,60000000,tt4495098,en
6933,One Missed Call,5.42,702,Released,4/01/2008,45847751,87,False,20000000,tt0479968,en
760868,Black Crab,6.251,702,Released,18/03/2022,0,109,False,0,tt6708668,sv
475215,Mirai,7.187,702,Released,16/06/2018,27526961,98,False,0,tt6900448,ja
87499,The East,6.539,701,Released,31/05/2013,2401510,116,False,6500000,tt1869716,en
33320,Millennium Actress,7.839,701,Released,14/09/2002,37641,87,False,0,tt0291350,ja
17134,12 Rounds,5.887,701,Released,19/03/2009,17280326,108,False,22000000,tt1160368,en
12498,Sling Blade,7.537,700,Released,30/08/1996,34100000,135,False,1200000,tt0117666,en
68179,Escape from Planet Earth,5.738,700,Released,14/02/2013,74597643,89,False,40000000,tt0765446,en
420245,Don't Knock Twice,5.514,700,Released,13/11/2016,0,93,False,0,tt3622110,en
338964,Bad Santa 2,5.351,700,Released,23/11/2016,24079268,92,False,26000000,tt1798603,en
800937,Senior Year,5.944,700,Released,11/05/2022,0,112,False,0,tt5315212,en
1439,Anna and the King,6.748,700,Released,16/12/1999,113996937,148,False,75000000,tt0166485,en
324807,A Bigger Splash,6.179,700,Released,26/11/2015,7545758,125,False,0,tt2056771,en
10911,The Guns of Navarone,7.308,699,Released,27/04/1961,28900000,158,False,6000000,tt0054953,en
672741,Till Death,6.75,699,Released,2/07/2021,495268,89,False,0,tt11804152,en
74725,Kill List,6.191,699,Released,2/09/2011,450275,95,False,500000,tt1788391,en
11838,Ju-on: The Grudge,6.685,699,Released,18/10/2002,3657876,92,False,3500000,tt0364385,ja
11462,Suspicion,7.089,699,Released,14/11/1941,4500000,99,False,1103000,tt0034248,en
13060,Lifted,7.448,698,Released,28/12/2006,0,5,False,0,tt0945571,en
5683,Pee-wee's Big Adventure,6.42,698,Released,26/07/1985,40940662,91,False,6000000,tt0089791,en
14636,The Condemned,6.005,698,Released,27/04/2007,8642858,113,False,0,tt0443473,en
246860,Clouds of Sils Maria,6.641,698,Released,20/08/2014,1851517,124,False,6600000,tt2452254,en
150117,I Give It a Year,5.5,698,Released,8/02/2013,29128433,97,False,0,tt2244901,en
13156,Secondhand Lions,7.144,698,Released,19/09/2003,0,111,False,0,tt0327137,en
523777,Next Gen,7,697,Released,7/09/2018,0,105,False,22000000,tt7133686,en
94365,The Human Centipede 3 (Final Sequence),3.7,697,Released,22/05/2015,16184,103,False,0,tt1883367,en
323674,6 Years,5.433,697,Released,14/03/2015,0,84,False,0,tt3799372,en
407806,13th,7.948,697,Released,7/10/2016,0,100,False,0,tt5895028,en
9622,Beverly Hills Ninja,5.627,697,Released,17/01/1997,0,88,False,0,tt0118708,en
157544,The Vatican Tapes,5.303,697,Released,23/07/2015,1784763,91,False,13000000,tt1524575,en
3132,Bad Company,5.5,697,Released,7/06/2002,65977295,116,False,70000000,tt0280486,en
4104,Benny & Joon,7.023,696,Released,16/04/1993,23202734,98,False,0,tt0106387,en
256040,B?hubali: The Beginning,7.554,696,Released,10/07/2015,90747520,158,False,25130430,tt2631186,te
4192,Death on the Nile,7.126,696,Released,29/09/1978,14560084,140,False,7920000,tt0077413,en
3063,Duck Soup,7.3,696,Released,12/11/1933,0,69,False,0,tt0023969,en
430447,Mary and The Witch's Flower,7.1,696,Released,8/07/2017,42170089,103,False,0,tt6336356,ja
277547,Playing It Cool,5.869,696,Released,26/09/2014,1323415,94,False,0,tt2139555,en
2759,The Adventures of Priscilla, Queen of the Desert,7.226,696,Released,31/05/1994,11224491,104,/5IVR8XES1Q53YTBl3JmFv0M9mMQ.jpg,https://www.priscillamovie.com/,tt0109045
332979,Bleed for This,6.813,696,Released,4/11/2016,6174491,116,False,6000000,tt1620935,en
143,All Quiet on the Western Front,7.756,696,Released,29/04/1930,3270000,134,False,1448864,tt0020629,en
1083862,Resident Evil: Death Island,7.612,695,Released,22/06/2023,53929,91,False,0,tt26674627,ja
2925,The First Wives Club,6.7,695,Released,20/09/1996,116400000,102,False,26000000,tt0116313,en
1116,The Wind That Shakes the Barley,7.362,695,Released,23/03/2006,22889018,127,False,6500000,tt0460989,en
2779,The Curse of the Jade Scorpion,6.569,695,Released,5/08/2001,0,103,False,0,tt0256524,en
11782,Hard Boiled,7.551,694,Released,16/04/1992,0,126,False,4500000,tt0104684,cn
11561,Sleeper,6.901,694,Released,17/12/1973,18344729,87,False,2000000,tt0070707,en
118957,Bait,5.657,694,Released,5/09/2012,32500000,93,False,30000000,tt1438173,en
407445,Breathe,7.476,694,Released,13/10/2017,5026154,118,False,0,tt5716464,en
283566,Evangelion: 3.0+1.0 Thrice Upon a Time,8.3,693,Released,8/03/2021,92300000,155,False,0,tt2458948,ja
5961,Fanny and Alexander,7.8,693,Released,17/12/1982,6795771,188,False,6000000,tt0083922,sv
669671,Night Teeth,6.448,692,Released,20/10/2021,0,107,False,21700000,tt10763820,en
22164,Blood and Bone,7.34,692,Released,7/02/2009,0,93,False,3700000,tt0346631,en
17529,True Grit,7.4,692,Released,11/06/1969,31132592,128,False,0,tt0065126,en
38579,Marmaduke,5.275,692,Released,3/06/2010,83761844,87,False,50000000,tt1392197,en
3093,Basic Instinct 2,5.072,692,Released,29/03/2006,38629478,114,False,70000000,tt0430912,en
62046,Flypaper,6.401,692,Released,19/08/2011,3142154,87,False,5000000,tt1541160,en
24402,Emmanuelle,5.95,691,Released,25/06/1974,0,94,False,500000,tt0071464,fr
788929,Lamb,6.465,691,Released,12/08/2021,3189087,106,False,0,tt9812474,is
13596,My Best Friend's Girl,5.633,691,Released,19/09/2008,41624687,101,False,20000000,tt1046163,en
34134,Barbie in A Mermaid Tale,7.218,691,Released,25/01/2010,16441438,75,False,0,tt1610301,en
4593,The Discreet Charm of the Bourgeoisie,7.535,691,Released,15/09/1972,0,101,False,800000,tt0068361,fr
1880,Red Dawn,6.272,691,Released,10/08/1984,38376497,114,False,17000000,tt0087985,en
10589,After the Sunset,6.137,691,Released,12/11/2004,61347797,97,False,60000000,tt0367479,en
9516,Menace II Society,7.525,691,Released,26/05/1993,27900000,97,False,3500000,tt0107554,en
157841,The Young and Prodigious T.S. Spivet,6.793,691,Released,16/10/2013,9494789,105,False,33000000,tt1981107,en
38366,Il ciclone,6.939,690,Released,20/12/1996,0,89,False,0,tt0115899,it
11507,Body Double,6.733,690,Released,25/10/1984,8801940,114,False,10000000,tt0086984,en
13092,How to Lose Friends & Alienate People,5.978,690,Released,2/10/2008,17286299,110,False,27000000,tt0455538,en
11811,Leprechaun,5.572,690,Released,8/01/1993,8556940,91,False,1000000,tt0107387,en
11673,Cyrano de Bergerac,7.348,690,Released,28/03/1990,5822041,137,False,0,tt0099334,fr
300,The Science of Sleep,7.036,690,Released,25/06/2006,9524340,105,False,6000000,tt0354899,fr
674944,The Occupant,6.346,690,Released,25/03/2020,0,103,False,0,tt9345754,es
9942,Major League,6.897,690,Released,16/02/1989,75000000,107,False,11000000,tt0097815,en
211387,Marvel One-Shot: Agent Carter,7.2,689,Released,3/09/2013,0,15,False,0,tt3067038,en
11517,Money Train,5.836,689,Released,21/11/1995,77224232,110,False,68000000,tt0113845,en
889,The Flintstones in Viva Rock Vegas,4.799,689,Released,28/04/2000,59468275,90,False,83000000,tt0158622,en
26451,Investigation of a Citizen Above Suspicion,8.19,689,Released,16/10/1970,0,111,False,0,tt0065889,it
