year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,mmr,sellingprice
2005,chrysler,pacifica,fwd v6 touring,,automatic,2c4gm68435r426842,ca,32,142636,silver,gray,2425,2200
2005,Chrysler,300,Touring,Sedan,automatic,2c3ja53g15h691683,ca,2,120961,blue,gray,4550,3600
2005,Dodge,Ram Pickup 1500,SRT-10,Regular Cab,manual,3d3ha16h95g734567,ca,17,87958,black,black,17650,14700
2005,Ford,Explorer,XLT,SUV,automatic,1fmzu73e95ub43360,ca,23,138700,white,beige,2900,2600
2005,Chevrolet,Impala,Base,Sedan,automatic,2g1wf52e759149073,ca,23,75473,white,gray,3075,3100
2005,Dodge,Durango,SXT,SUV,,1d4hb38n85f595301,ca,,99909,silver,,3600,6100
2005,GMC,Canyon,Z85 SLE,Crew Cab,automatic,1gtcs136058145917,ca,19,180009,green,black,4175,4400
2005,Cadillac,CTS,Base,Sedan,automatic,1g6dp567750222981,ca,19,128795,green,beige,3775,3800
2005,Chevrolet,Tahoe,LS,SUV,,1gnek13t25r129122,ca,,138591,white,,7000,8000
2005,chrysler,pacifica,fwd v6 touring,,automatic,2c8gm68495r665908,ca,33,77735,red,black,4500,6000
2005,Ford,Mustang,Deluxe,Coupe,automatic,1zvft80n255258278,ca,31,70548,brown,black,6550,6300
2005,landrover,lr3,v8 se,,automatic,salae25495a327679,ca,32,106228,gray,tan,7175,7000
2005,cadillac,srx,,,automatic,1gyee637850214481,ca,26,132318,black,black,4200,3700
2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18d05s209995,ca,26,123089,gray,black,7975,6800
2005,Chrysler,300,C,Sedan,automatic,2c3aa63h85h600648,ca,24,112973,black,gray,6075,6300
2005,Ford,Five Hundred,SEL,Sedan,,1fafp24145g125432,ca,,144705,white,,2050,1100
2005,Ford,Taurus,SEL,Sedan,automatic,1fafp56285a232736,ca,1,1,white,tan,4225,550
2005,Infiniti,FX35,Base,SUV,automatic,jnras08ux5x100353,ca,19,106974,gray,black,8375,7200
2005,Dodge,Sprinter Cargo,2500 High Roof 140 WB,Van,automatic,wd0pd644155798979,ca,25,316490,white,gray,2700,6500
2005,Chevrolet,Tahoe,LS,SUV,automatic,1gnec13t35r216461,ca,43,128190,gray,gray,7000,8100
2005,honda,pilot,,,automatic,2hkyf18435h527118,ca,,172263,black,,4275,4600
2005,Chevrolet,Equinox,LS,SUV,,2cndl13f056137366,ca,,,,,3250,27500
2005,GMC,Yukon XL,1500 SLE,SUV,,3gkec16z95g140614,ca,,124639,silver,,4925,4600
2005,Honda,Civic,LX,Sedan,automatic,2hges16535h518567,ca,19,178684,blue,silver,2400,2100
2005,Dodge,Dakota,ST,Club Cab,automatic,1d7he22k55s293829,ca,34,125132,gray,gray,3650,4400
2005,Cadillac,CTS,Base,Sedan,automatic,1g6dp567050176037,ca,22,187255,blue,gray,1875,1000
2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18n95j625123,ca,21,166935,white,black,4025,3800
2005,Bentley,Continental GT,Base,Coupe,automatic,scbcr63w75c023841,ca,42,91330,black,black,40200,44250
2005,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25u551136787,ca,3,190531,white,,3225,3600
2005,Dodge,Sprinter Cargo,2500 High Roof 140 WB,Van,automatic,wd0pd644955842288,ca,,154021,white,gray,5225,4250
2005,Honda,Accord,EX,Sedan,automatic,1hgcm56825a135883,ca,,119907,blue,gray,6275,5700
2005,HUMMER,H2 SUT,Base,Crew Cab,automatic,5grgn22u55h111789,ca,37,36594,orange,orange,25000,33000
2005,Hyundai,Sonata,GL,Sedan,automatic,kmhwf25s35a174690,ca,,208404,burgundy,,425,700
2005,Dodge,Neon,SE,Sedan,automatic,1b3es26c95d208201,ca,21,140830,black,black,975,1600
2005,Ford,F-150,XLT,SuperCab,automatic,1ftrx12595fb63266,ca,3,203750,red,beige,3775,1800
2005,Chrysler,Sebring,Touring,Sedan,automatic,1c3el56r55n622415,ca,,138892,gray,,1250,200
2005,Lexus,ES 330,Base,Sedan,automatic,jthba30gx55091193,ca,38,66341,silver,gray,8975,11500
2005,Ford,F-150,XLT,SuperCrew,automatic,1ftrw12w55kb89172,ca,,39169,silver,,10750,11100
2005,Ford,Expedition,XLT,SUV,,1fmfu15575la45060,ca,2,109760,red,gray,3675,1500
2005,,,,,automatic,1ftrx14w25fa34730,ca,19,122690,white,gray,5800,4500
2005,Chevrolet,Suburban,1500 LS,SUV,,3gnec16z85g253182,ca,,122356,white,,5950,5700
2005,Ford,F-150,XLT,SuperCrew,automatic,1ftrw12w85kd22717,ca,35,132189,green,beige,7300,6500
2005,Ford,Explorer Sport Trac,XLT,Crew Cab,automatic,1fmzu67k75ua71102,ca,25,96153,white,gray,7750,6300
2005,BMW,5 Series,530i,Sedan,automatic,wbana73505cr61056,ca,35,131371,black,black,6325,5600
2005,Chevrolet,Malibu,LS,Sedan,automatic,1g1zt54805f302364,ca,24,117798,gold,beige,2750,650
2005,Chrysler,Sebring,Touring,Convertible,automatic,1c3el55r65n633828,ca,,112405,green,,1300,2200
2005,Ford,Econoline Wagon,E-350 Super Duty XLT,Van,automatic,1fbne31l05ha98901,ca,19,72412,silver,gray,5625,5100
2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,,1d7ha18n95s357524,ca,2,130571,silver,gray,5975,950
2005,Chevrolet,Equinox,LT,SUV,automatic,2cndl63f856146474,ca,19,131271,silver,gray,3350,2600
2005,BMW,5 Series,545i,Sedan,automatic,wbanb335x5cn68221,ca,21,125243,black,black,5800,5300
2005,Ford,Freestyle,Limited,Wagon,automatic,1fmdk06125ga70556,ca,19,135348,black,black,2300,2600
2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18d85s207394,ca,19,195323,red,black,4350,1400
2005,Chrysler,300,Base,Sedan,automatic,2c3ja43rx5h511631,ca,1,1,blue,black,6550,1000
2005,GMC,Sierra 1500,Base,Extended Cab,automatic,2gtec19t151322660,ca,19,96669,gray,gray,9300,8700
2005,BMW,X5,4.4i,SUV,automatic,5uxfb53515lv13643,ca,33,126345,silver,gray,5700,6600
2005,Ford,F-150,FX4,SuperCrew,automatic,1ftpw14555ke05419,ca,37,140251,blue,black,9175,7100
2005,Chrysler,PT Cruiser,Touring,Convertible,automatic,3c3ey55e15t298363,ca,1,1,purple,black,4250,300
2005,Dodge,Stratus,SXT,Sedan,automatic,1b3el46r95n697089,ca,21,115315,blue,gray,1875,1450
2005,Cadillac,STS,V6,Sedan,automatic,1g6dw677550210979,ca,2,131529,black,gray,4175,3600
2005,GMC,Yukon,Fleet,SUV,automatic,1gkec13t85r223158,ca,22,142643,gray,beige,6500,5600
2005,Chevrolet,Equinox,LT,SUV,automatic,2cndl73f456108892,ca,26,171848,gray,gray,2025,2400
2005,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44l35r148553,ca,,143888,white,,2050,1650
2005,Cadillac,CTS,Base,Sedan,automatic,1g6dp567850176903,ca,,174882,gray,,2025,1500
2005,BMW,7 Series,745Li,Sedan,automatic,wbagn635x5ds59649,ca,,117982,black,,7075,6500
2005,Honda,Accord,EX V-6,Sedan,automatic,1hgcm66835a009909,ca,25,154582,gold,beige,4600,5200
2005,Chevrolet,Tahoe,LS,SUV,automatic,1gnec13t05r118844,ca,29,82074,blue,gray,8550,7000
2005,Dodge,Durango,SXT,SUV,automatic,1d4hb38n35f600467,ca,3,73798,gray,gray,4075,5800
2005,Chrysler,Sebring,Touring,Convertible,automatic,1c3el55r85n652655,ca,2,193726,gray,black,600,750
2005,Chevrolet,Impala,LS,Sedan,automatic,2g1wh52k359153816,ca,24,215244,gold,beige,650,1200
2005,Chevrolet,Silverado 2500HD,LS,Crew Cab,automatic,1gchk23225f846270,ca,2,221423,white,gray,11550,11250
2005,Ford,Escape,XLT,SUV,automatic,1fmyu03145kb01853,ca,,118100,black,gray,3650,700
2005,Ford,Explorer,XLS,SUV,automatic,1fmzu62e25ub16707,ca,35,168592,white,tan,1675,2600
2005,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gs48k85c584881,ca,,91165,red,,6050,5700
2005,Chevrolet,Cobalt,Base,Sedan,automatic,1g1ak52f557601859,ca,28,147332,white,gray,2075,1900
2005,Chrysler,300,Base,Sedan,automatic,2c3ja43r15h589215,ca,29,153096,silver,black,3675,3275
2005,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38615b411540,ca,27,97445,silver,gray,6000,7000
2005,Ford,Expedition,Eddie Bauer,SUV,,1fmpu17555la15976,ca,35,175433,black,beige,2925,4350
2005,GMC,Yukon,Denali,SUV,,1gkek63u65j238765,ca,,143339,black,,7125,7600
2005,Ford,Expedition,XLT,SUV,,1fmpu15515la97434,ca,2,118729,gray,gray,3475,1900
2005,Honda,Civic,Value Package,Sedan,automatic,2hges16385h545021,ca,2,98651,white,beige,4900,3700
2005,BMW,5 Series,525i,Sedan,automatic,wbana53545b862895,ca,35,114008,black,black,6075,7700
2005,GMC,Yukon XL,Denali,SUV,automatic,1gkfk66ux5j126602,ca,29,189046,blue,beige,4275,2700
2005,BMW,5 Series,545i,Sedan,automatic,wbanb33595cn64872,ca,19,103886,silver,gray,7475,4300
2005,cadillac,srx,awd v8,,automatic,1gyee63a750114786,ca,26,149755,blue,tan,3125,3400
2005,Ford,Econoline Cargo,E-150,Van,,1ftre14w35ha85597,ca,19,100663,white,gray,5225,5000
2005,Ford,Explorer,XLT,SUV,automatic,1fmzu63e65za38868,ca,19,146091,black,gray,3300,2000
2005,Honda,Accord,Hybrid,Sedan,automatic,jhmcn36425c007952,ca,32,116872,gray,black,4950,7500
2005,Ford,Focus,ZX4 SE,Sedan,automatic,1fafp34n65w127732,ca,19,144217,red,gray,1925,700
2005,Chevrolet,Suburban,1500 LS,SUV,automatic,3gnfk16z75g283376,ca,28,179080,gray,gray,3800,2900
2005,Honda,Element,EX,SUV,,5j6yh28695l027701,ca,28,117298,black,gray,6175,6500
2005,BMW,X3,2.5i,SUV,automatic,wbxpa73405wc47497,ca,2,173918,gray,black,3150,2800
2005,Kia,Spectra,LX,Sedan,automatic,knafe122x55204618,ca,2,70893,blue,beige,1825,3100
2005,BMW,7 Series,745Li,Sedan,automatic,wbagn63515ds59555,ca,,125492,black,,6700,6300
2005,Ford,Escape,HEV,SUV,,1fmcu95h25kd16396,ca,,100693,silver,,3900,3750
2005,Honda,CR-V,LX,SUV,automatic,jhlrd68515c006767,ca,27,84469,burgundy,beige,6000,5600
2005,Chevrolet,Silverado 2500HD,Base,Extended Cab,automatic,1gchc29u85e179958,ca,19,170875,blue,silver,5050,2300
2005,Chevrolet,TrailBlazer,LT,SUV,automatic,1gnds13s152374618,ca,23,88812,gray,gray,5025,2500
2005,Honda,Accord,LX,Sedan,automatic,3hgcm56455g705065,ca,19,113205,gray,gray,4800,3500
2005,Infiniti,G35,Base,Coupe,automatic,jnkcv54e35m426961,ca,36,80776,gray,black,8700,11300
2005,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25ux51136297,ca,4,167668,white,gray,4075,3500
2005,GMC,Sierra 1500,Base,Regular Cab,automatic,1gtec14x55z112323,ca,41,86722,white,gray,6050,6800
2005,Ford,Expedition,XLT,SUV,,1fmfu15535la08216,ca,2,134259,gray,gray,3275,1200
2005,Dodge,Magnum,SE,Wagon,automatic,2d4fv48t35h693265,ca,21,128697,blue,gray,3250,2200
2005,Chevrolet,Silverado 1500,LS,Crew Cab,automatic,2gcec13t151379935,ca,2,110996,black,gray,8575,8000
2005,Ford,Freestyle,SEL,Wagon,automatic,1fmzk05155ga14697,ca,36,147302,black,gray,2450,1700
2005,chrysler,pacifica,fwd v6 touring,,automatic,2c8gm68495r665911,ca,2,113916,green,black,3425,2700
2005,Dodge,Magnum,SE,Wagon,automatic,2d4fv48t35h628609,ca,25,146152,silver,gray,2850,2300
2005,Chevrolet,Silverado 1500,Base,Extended Cab,automatic,2gcec19tx51167221,ca,,87726,white,,7475,8900
2005,Infiniti,Q45,Base,Sedan,automatic,jnkbf01a35m100462,ca,19,83126,blue,brown,7675,5000
2005,Ford,Mustang,GT Premium,Coupe,manual,1zvft82h855148097,ca,,104406,red,,7100,10100
2005,Chevrolet,Suburban,1500 LS,SUV,automatic,3gnec16z15g227264,ca,,119700,white,gray,6375,5500
2005,Ford,Expedition,XLT,SUV,automatic,1fmpu15555la42050,ca,19,127664,silver,gray,3625,3000
2005,Hyundai,Accent,GT,Hatchback,automatic,kmhcg35c15u345403,ca,,171462,silver,,825,1000
2005,Honda,CR-V,EX,SUV,automatic,jhlrd78845c000610,ca,,348070,silver,black,2275,3400
2005,Lexus,ES 330,Base,Sedan,automatic,jthba30g455075345,ca,27,113439,white,tan,7300,6500
2005,Ford,Mustang,Premium,Convertible,automatic,1zvft84n555202717,ca,18,119294,gray,beige,4875,3500
2005,cadillac,sts,v8,,automatic,1g6dc67a250204674,ca,,136327,silver,gray,3875,3800
2005,Hyundai,Elantra,GLS,Sedan,automatic,kmhdn46d95u189912,ca,2,119295,blue,silver,1750,2300
2005,Ford,Freestar,SE,Minivan,automatic,2fmza51655ba69398,ca,27,135139,gray,beige,1275,450
2005,Hyundai,Accent,GLS,Sedan,automatic,kmhcg45c45u672738,ca,31,110757,gray,gray,1475,1350
2005,Mercedes-Benz,C-Class,C230 Kompressor,Sedan,automatic,wdbrf40j55f665064,ca,34,69563,red,black,6100,6900
2004,Audi,A4,1.8T,Convertible,automatic,wauac48h74k017186,ca,2,144068,white,black,2125,1100
2005,Nissan,Quest,3.5 SE,Minivan,automatic,5n1bv28u15n103754,ca,29,1,gray,gray,5375,1350
2004,MINI,Cooper,S,Hatchback,manual,wmwre33484td84638,ca,35,91539,gray,black,4950,6400
2005,Toyota,Corolla,LE,Sedan,automatic,1nxbr32e65z399436,ca,23,139520,blue,gray,4275,4000
2005,Mercedes-Benz,E-Class,E320,Sedan,automatic,wdbuf65j35a652194,ca,44,76638,silver,black,8450,9500
2005,Mercedes-Benz,E-Class,E500 4MATIC,Sedan,automatic,wdbuf83j65x185509,ca,35,141196,silver,black,5425,6900
2005,Volkswagen,New Beetle,Bi-Color Edition,Hatchback,automatic,3vwck31c35m417311,ca,19,139174,black,beige,1775,1000
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11dx5n917370,ca,,112638,red,black,3250,4600
2005,Toyota,Sienna,XLE Limited 7-Passenger,Minivan,automatic,5tdba22c55s031225,ca,38,188073,white,gray,3600,5400
2005,Volkswagen,New Beetle,Dark Flint Edition,Convertible,automatic,3vwcm31yx5m355279,ca,22,131613,gray,red,2050,3100
2005,Pontiac,Montana,SV6,Minivan,,1gmdv33l85d232755,ca,,94790,white,,3075,2400
2005,Nissan,Murano,SE,SUV,automatic,jn8az08w45w416807,ca,3,154604,white,beige,3950,4000
2005,Nissan,Altima,3.5 SE,Sedan,automatic,1n4bl11e65n483381,ca,19,173296,black,black,2825,2000
2005,Mercury,Grand Marquis,LS Premium,Sedan,,2mefm75w55x661325,ca,,92195,,,4400,3300
2005,Mercedes-Benz,SL-Class,SL55 AMG,Convertible,automatic,wdbsk74f05f092353,ca,37,55412,black,gray,22900,24000
2004,BMW,5 Series,525i,Sedan,automatic,wbana535x4b176357,ca,29,179878,black,beige,4175,3200
2004,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54y74u262934,ca,,121241,black,,1900,1200
2004,Cadillac,XLR,Base,Convertible,automatic,1g6yv34a145600899,ca,28,87367,blue,gray,13650,11000
2005,Nissan,Murano,S,SUV,automatic,jn8az08t75w328243,ca,34,117998,gold,beige,4800,4900
2004,Audi,A8,L quattro,Sedan,automatic,wauml44e04n012726,ca,38,132059,blue,beige,5050,6100
2005,Mercedes-Benz,E-Class,E500,Sedan,automatic,wdbuf70j85a712421,ca,37,77819,gray,gray,9025,10200
2005,Toyota,Camry,LE,Sedan,automatic,4t1be32k95u542350,ca,,118474,gray,,4975,5100
2005,Nissan,Frontier,Nismo,Crew Cab,automatic,1n6ad07u75c434145,ca,26,101022,silver,gray,9475,10500
2005,Nissan,Sentra,1.8 S,Sedan,automatic,3n1cb51d05l475148,ca,,95014,white,beige,2775,2600
2005,Toyota,Highlander,V6,SUV,,jteep21a950078946,ca,26,154943,blue,gray,6175,5700
2005,MINI,Cooper,Base,Hatchback,manual,wmwrc33475tc57256,ca,,149273,blue,black,2575,3000
2005,Lincoln,Navigator,Ultimate,SUV,,5lmfu27555lj17471,ca,38,109035,white,beige,6875,8100
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d55c265608,ca,2,211406,black,gray,1625,900
2005,Volkswagen,GTI,1.8T,Hatchback,manual,9bwde61j554030324,ca,28,97323,gray,gray,3850,4400
2005,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u753058999,ca,18,205256,silver,,2925,3300
2004,BMW,5 Series,545i,Sedan,automatic,wbanb33524b110483,ca,,122916,gray,black,5600,6000
2005,Toyota,Sienna,CE 7-Passenger,Minivan,automatic,5tdza23c25s273936,ca,28,145865,white,gray,4625,6100
2004,BMW,X5,4.4i,SUV,automatic,5uxfb53554lv04667,ca,29,98007,black,black,6200,6300
2005,Nissan,Xterra,S,SUV,automatic,5n1an08u85c644828,ca,37,100162,black,beige,5175,6700
2005,Lincoln,Aviator,Luxury,SUV,automatic,5lmeu68h25zj22040,ca,26,110216,black,gray,4525,3500
2005,Nissan,Xterra,SE,SUV,automatic,5n1an08u65c617093,ca,19,133092,gray,gray,4250,3000
2004,BMW,X3,3.0i,SUV,automatic,wbxpa93404wa65664,ca,,141870,white,,5000,4400
2004,Cadillac,Escalade ESV,Base,SUV,automatic,3gyfk66n24g248207,ca,36,65968,white,beige,9425,11250
2005,Volkswagen,Jetta,2.5 PZEV,Sedan,automatic,3vwsg71k45m609008,ca,19,159424,gray,black,2400,1900
2004,BMW,7 Series,745i,Sedan,automatic,wbagl63464dp71324,ca,2,111873,black,black,5075,4100
2004,Acura,MDX,Touring,SUV,automatic,2hnyd18684h538060,ca,,103518,silver,,6475,6400
2005,mercedes,g55,amg,,automatic,wdcyr71e75x158436,ca,19,143877,black,black,32300,32750
2004,Audi,A4,1.8T quattro,Sedan,automatic,waulc68e04a172808,ca,34,136902,silver,black,3050,1800
2005,Nissan,Murano,SL,SUV,,jn8az08t75w326816,ca,,,black,,4900,400
2005,Nissan,Murano,S,SUV,automatic,jn8az08t55w304734,ca,,135700,white,,4275,5800
2005,Toyota,Highlander,V6,SUV,,jtedp21ax50054599,ca,25,79512,silver,gray,7725,9750
2005,Porsche,Cayenne,S,SUV,automatic,wp1ab29p15la60383,ca,36,75458,gold,brown,11750,14600
2004,Cadillac,CTS,Base,Sedan,automatic,1g6dm577740103995,ca,,127712,white,,3600,4000
2005,Mercedes-Benz,C-Class,C230 Kompressor,Sedan,automatic,wdbrf40j25f712633,ca,19,1,red,,5375,6800
2004,Cadillac,CTS,Base,Sedan,automatic,1g6dm577340124021,ca,28,78723,gray,black,4900,5500
2005,Volkswagen,Passat,GLS 1.8T,Wagon,automatic,wvwcd63b75e010908,ca,36,131216,black,black,2375,2800
2005,Toyota,Highlander,V6,SUV,automatic,jtegp21a350058734,ca,35,194098,black,tan,4700,4500
2005,Nissan,350Z,Touring,Convertible,manual,jn1az36a75m755709,ca,3,118399,silver,gray,5925,7000
2005,Nissan,Sentra,1.8 S,Sedan,automatic,3n1cb51d15l501157,ca,,142745,black,,2175,1750
2005,Subaru,Impreza,WRX STi,Sedan,manual,jf1gd70665l513684,ca,35,79755,silver,,16000,19900
2004,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,1gcek19tx4z126306,ca,,126844,white,,6200,6400
2005,Pontiac,G6,Base,Sedan,automatic,1g2zg528854112939,ca,19,155455,gray,black,2025,1900
2005,Mercedes-Benz,C-Class,C230 Kompressor,Sedan,automatic,wdbrf40j05a759933,ca,27,82744,black,black,6025,5200
2005,Nissan,Sentra,1.8 S,Sedan,automatic,3n1cb51dx5l520774,ca,19,122367,white,beige,2525,1250
2005,Nissan,Xterra,S,SUV,automatic,5n1an08u65c640731,ca,19,209614,black,gray,1875,3400
2004,Audi,A4,1.8T quattro,Sedan,automatic,waulc68e24a259769,ca,,121338,black,black,3350,4100
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d75n900221,ca,,139826,green,,2850,3900
2005,Toyota,Sequoia,Limited,SUV,automatic,5tdzt38a95s239824,ca,27,171863,gray,tan,6025,4200
2005,Subaru,Outback,2.5i Limited,Wagon,automatic,4s4bp62c057356666,ca,,184864,silver,,3400,3500
2005,MINI,Cooper,S,Hatchback,manual,wmwre33425td95782,ca,,116917,gray,,4375,3750
2005,Mazda,MPV,LX,Minivan,,jm3lw28a550534369,ca,34,175277,white,beige,1225,1500
2005,Nissan,350Z,Touring,Convertible,manual,jn1az36a95m752567,ca,23,94558,white,gray,7125,7100
2005,Toyota,Camry Solara,SLE V6,Coupe,automatic,4t1ca38p75u056865,ca,,106013,blue,gray,5550,5300
2005,Mazda,Mazda3,i,Sedan,manual,jm1bk12f851256284,ca,36,120159,green,beige,3025,3700
2004,BMW,5 Series,545i,Sedan,automatic,wbanb33584b111475,ca,34,88296,silver,black,6900,6250
2004,BMW,7 Series,745i,Sedan,automatic,wbagl63444dp70219,ca,,157846,white,,4025,3800
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d75n487698,ca,19,150974,blue,gray,2825,700
2005,Pontiac,G6,Base,Sedan,automatic,1g2zg528254128313,ca,2,94415,gray,black,3775,2300
2004,Cadillac,Escalade,Base,SUV,automatic,1gyek63nx4r218906,ca,26,140026,blue,beige,7500,7000
2005,MINI,Cooper,S,Hatchback,automatic,wmwre33425tg95242,ca,36,60022,red,black,5975,5500
2005,MINI,Cooper,Base,Convertible,manual,wmwrf33435tf60705,ca,39,45169,orange,black,4900,5500
2005,Mazda,Mazda3,s,Hatchback,automatic,jm1bk343151309194,ca,2,35333,silver,black,6200,6900
2004,Buick,Rendezvous,CX,SUV,automatic,3g5db03e94s590692,ca,,132192,white,,1825,2500
2004,cadillac,srx,4x2 suv,,automatic,1gyee637540179462,ca,,123319,black,gray,3500,3600
2005,Lexus,LS 430,Base,Sedan,automatic,jthbn36f150179551,ca,3,191607,white,tan,9000,14000
2004,Acura,MDX,Touring,SUV,automatic,2hnyd18624h510013,ca,39,288402,silver,black,2375,3100
2005,Lincoln,Town Car,Executive L Fleet,Sedan,automatic,1lnhm84w35y643256,ca,,381875,black,,2100,1100
2004,Audi,A4,1.8T,Convertible,automatic,wauac48h14k022061,ca,37,81091,silver,black,4050,6200
2005,Mercedes-Benz,C-Class,C240 Luxury,Sedan,automatic,wdbrf61j35a770614,ca,2,133500,silver,gray,4550,2500
2004,Chevrolet,Silverado 1500,LS,Crew Cab,automatic,2gcec13t841367456,ca,19,189438,gray,black,5175,4700
2005,Toyota,Camry,SE,Sedan,automatic,4t1be32k75u037875,ca,,140094,gold,,4600,2800
2005,Toyota,Camry Solara,SLE V6,Convertible,automatic,4t1fa38p45u051586,ca,,113049,white,,5675,7000
2005,Toyota,Camry,LE,Sedan,,4t1be32k65u049581,ca,19,92484,silver,gray,5575,5400
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d65n497378,ca,26,147619,gray,gray,2725,2650
2005,Nissan,Murano,SE,SUV,automatic,jn8az08w35w438054,ca,3,100741,white,beige,5075,7500
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d45n427085,ca,28,148450,gold,beige,2700,3400
2005,Pontiac,Grand Prix,Base,Sedan,automatic,2g2wp522351236465,ca,31,113969,gray,gray,3400,3100
2004,Acura,MDX,Touring,SUV,automatic,2hnyd18824h508134,ca,,125428,blue,,5875,5500
2004,Acura,TL,3.2,Sedan,automatic,19uua66254a050744,ca,4,151046,gray,gray,5025,5300
2005,Toyota,Sienna,CE 7-Passenger,Minivan,automatic,5tdza23c55s292674,ca,,125290,blue,,4950,5350
2005,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tdza22c65s228015,ca,36,151655,white,beige,5525,6400
2005,Nissan,Maxima,3.5 SL,Sedan,automatic,1n4ba41e65c854851,ca,19,143464,black,black,3325,2700
2004,BMW,5 Series,525i,Sedan,automatic,wbana53594b172543,ca,21,123798,gray,black,5650,5300
2005,Mercedes-Benz,S-Class,S430,Sedan,automatic,wdbng70j45a458224,ca,,148116,silver,,3150,4800
2005,Nissan,Armada,SE,SUV,automatic,5n1aa08a65n730774,ca,28,127705,gray,gray,6850,6000
2004,Cadillac,Escalade ESV,Base,SUV,automatic,3gyfk66n34g137357,ca,28,176941,white,gray,5325,5100
2005,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u057042443,ca,,161520,silver,,3725,3900
2005,Nissan,Murano,SL,SUV,automatic,jn8az08t35w323427,ca,,177026,gray,,3575,3600
2005,Nissan,Murano,S,SUV,automatic,jn8az08t95w304655,ca,21,156602,black,tan,3875,2800
2005,Mercedes-Benz,C-Class,C230 Kompressor,Sedan,automatic,wdbrf40j65a668343,ca,2,132845,black,gray,4225,3500
2004,BMW,6 Series,645Ci,Coupe,automatic,wbaeh73474b190960,ca,2,89190,black,black,9250,10300
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11e55n930570,ca,25,121981,silver,black,3150,3100
2005,Toyota,4Runner,SR5,SUV,automatic,jtebu14rx50077814,ca,48,155887,gray,gray,6850,9500
2005,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgab57e15a531296,ca,1,132489,black,beige,5625,3200
2005,Volkswagen,Jetta,2.5 PZEV,Sedan,automatic,3vwsg71k65m632371,ca,35,78050,blue,gray,4425,4900
2005,Volkswagen,Jetta,2.5 PZEV,Sedan,automatic,3vwrg71k65m640274,ca,,128190,blue,,3125,3950
2004,Chevrolet,Silverado 2500HD,LS,Crew Cab,automatic,1gchc23124f120041,ca,34,121125,white,gray,11850,9700
2005,Scion,xB,Base,Wagon,manual,jtlkt334550189028,ca,2,139695,gray,black,3075,900
2004,BMW,5 Series,545i,Sedan,automatic,wbanb33544b109450,ca,3,202703,blue,gray,2425,2600
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d05c145795,ca,19,130060,gold,brown,2975,1950
2005,Mercedes-Benz,SLK-Class,SLK350,Convertible,automatic,wdbwk56f45f045815,ca,36,48330,silver,black,13400,12900
2004,Cadillac,CTS,Base,Sedan,automatic,1g6dm577240175476,ca,,98051,gray,,4375,2600
2004,Audi,A4,1.8T,Sedan,automatic,waujc68e94a058295,ca,2,109915,silver,gray,3350,1100
2005,Nissan,Titan,XE,King Cab,automatic,1n6aa06a65n524648,ca,19,195970,black,gray,2675,2300
2005,Mercedes-Benz,CLK-Class,CLK500,Coupe,automatic,wdbtj75j45f151219,ca,26,116422,beige,black,6225,3000
2005,MINI,Cooper,Base,Hatchback,automatic,wmwrc33575tj69605,ca,,134141,silver,,3150,2500
2005,Nissan,Quest,3.5 SE,Minivan,automatic,5n1bv28u45n120029,ca,,110620,gray,,3125,2900
2005,Nissan,Titan,XE,King Cab,automatic,1n6aa06a25n558148,ca,19,134410,green,gray,5325,5000
2004,BMW,5 Series,530i,Sedan,automatic,wbana735x4b800976,ca,32,168117,silver,black,4125,5500
2005,Porsche,Boxster,S,Convertible,automatic,wp0cb29815s730345,ca,,80107,gray,,13800,15750
2004,Chevrolet,Aveo,Base,Hatchback,automatic,kl1td62684b143883,ca,,118253,green,,1050,1400
2004,Chevrolet,Silverado 1500,Base,Extended Cab,automatic,2gcec19v341235245,ca,19,154277,silver,black,4550,3400
2004,BMW,3 Series,325i,Sedan,automatic,wbaaz33474kp82122,ca,,156149,blue,,3025,2600
